Gene ID	Gene Name	'bipolar disorder' vs 'normal' in 'Brodmann (1909) area 11' .foldChange	'bipolar disorder' vs 'normal' in 'Brodmann (1909) area 11'.pValue	'bipolar disorder' vs 'normal' in 'Brodmann (1909) area 24' .foldChange	'bipolar disorder' vs 'normal' in 'Brodmann (1909) area 24'.pValue	'bipolar disorder' vs 'normal' in 'Brodmann (1909) area 9' .foldChange	'bipolar disorder' vs 'normal' in 'Brodmann (1909) area 9'.pValue	'schizophrenia' vs 'normal' in 'Brodmann (1909) area 11' .foldChange	'schizophrenia' vs 'normal' in 'Brodmann (1909) area 11'.pValue	'schizophrenia' vs 'normal' in 'Brodmann (1909) area 24' .foldChange	'schizophrenia' vs 'normal' in 'Brodmann (1909) area 24'.pValue	'schizophrenia' vs 'normal' in 'Brodmann (1909) area 9' .foldChange	'schizophrenia' vs 'normal' in 'Brodmann (1909) area 9'.pValue
ENSG00000189283	FHIT	0.2	0.590079405845224	-0.4	0.998056860267984	-0.3	0.99498273299885			-0.2	0.667488182095123	-0.1	0.943108429055133
ENSG00000189292	ALKAL2			-0.7	0.998056860267984	-0.3	0.99498273299885	0.1	0.997156663666153	-1.1	0.0523093350659366	-0.2	0.879244035345649
ENSG00000189295	ANKRD62P1-PARP4P3			0.2	0.998056860267984	0.1	0.99498273299885
ENSG00000189298	ZKSCAN3			0.4	0.998056860267984	-0.3	0.99498273299885	-0.1	0.997156663666153	0.3	0.574372829796166
ENSG00000189306	RRP7A	0.2	0.491937159018765	-0.5	0.998056860267984	-0.1	0.99498273299885	0.2	0.997156663666153	-0.3	0.433633075352015
ENSG00000189308	LIN54					0.2	0.99498273299885					0.1	0.944022098730104
ENSG00000189316	AC073349.1			-0.1	0.998056860267984	-0.1	0.99498273299885	0.1	0.997156663666153
ENSG00000189319	FAM53B	0.2	0.484546598233802	0.2	0.998056860267984	-0.3	0.99498273299885	0.2	0.997156663666153	0.2	0.725890077544727	-0.2	0.811276535791068
ENSG00000189320	FAM180A					0.1	0.99498273299885
ENSG00000189325	BNIP5			-0.2	0.998056860267984			-0.1	0.997156663666153
ENSG00000189334	S100A14					0.2	0.99498273299885	0.1	0.997156663666153
ENSG00000189337	KAZN	-0.3	0.18915089710097	-0.2	0.998056860267984	-0.3	0.99498273299885	-0.1	0.997156663666153	-0.2	0.568457093584499	-0.4	0.546761643889231
ENSG00000189339	SLC35E2B	-0.4	0.185828812517828	-0.1	0.998056860267984	-0.1	0.99498273299885	-0.2	0.997156663666153	0.1	0.826007244609493
ENSG00000189343	RPS2P46			-0.3	0.998056860267984	0.2	0.99498273299885	0.1	0.997156663666153	0.1	0.944286049944728	0.4	0.70566666749406
ENSG00000189350	TOGARAM2	0.1	0.746471661732386	0.4	0.998056860267984	-0.2	0.99498273299885	-0.1	0.997156663666153	1.1	0.0134364764432362	0.1	0.914605063517616
ENSG00000189362	NEMP2			-0.1	0.998056860267984	-0.5	0.99498273299885	0.1	0.997156663666153	-0.2	0.766599902344793	-0.4	0.568538700733812
ENSG00000189366	ALG1L			-0.1	0.998056860267984
ENSG00000189367	KIAA0408			0.1	0.998056860267984	-0.1	0.99498273299885	-0.1	0.997156663666153
ENSG00000189369	GSPT2	-0.3	0.228920144266186	-0.2	0.998056860267984	0.2	0.99498273299885	-0.2	0.997156663666153	-0.5	0.173680057482523	0.2	0.85273032478235
ENSG00000189376	C8orf76	-0.1	0.674818802185184			0.1	0.99498273299885	-0.1	0.997156663666153
ENSG00000189377	CXCL17					-0.2	0.99498273299885
ENSG00000189403	HMGB1	0.1	0.458988031538945	0.3	0.998056860267984	0.5	0.99498273299885			0.2	0.577074722131181	0.1	0.88524725222207
ENSG00000189410	SH2D5	-0.1	0.794394999462362	-0.3	0.998056860267984	0.1	0.99498273299885	-0.1	0.997156663666153	-0.6	0.112476286360066	0.2	0.76957866440765
ENSG00000189419	SPATA41			-0.1	0.998056860267984	-0.1	0.99498273299885					0.3	0.826575740735943
ENSG00000189420	ZFP92	-0.2	0.470853564069916	-0.2	0.998056860267984	0.2	0.99498273299885	-0.1	0.997156663666153	-0.4	0.532187890925221	0.2	0.842479221299393
ENSG00000189423	USP32P3			-0.1	0.998056860267984	-0.3	0.99498273299885
ENSG00000189430	NCR1			0.1	0.998056860267984
ENSG00000189431	RASSF10			0.2	0.998056860267984			-0.1	0.997156663666153
ENSG00000189433	GJB4			0.1	0.998056860267984
ENSG00000196071	OR2L13	-0.2	0.627387558905457	0.1	0.998056860267984	-0.2	0.99498273299885	-0.2	0.997156663666153	0.1	0.914126111388603	0.4	0.643795185180801
ENSG00000196072	BLOC1S2	-0.3	0.094784773108563	0.1	0.998056860267984	0.4	0.99498273299885	-0.1	0.997156663666153	-0.3	0.371999090202069	-0.1	0.950220459022504
ENSG00000196074	SYCP2	0.1	0.647540429566114	0.5	0.998056860267984	0.4	0.99498273299885			0.5	0.348986992377185	0.4	0.427972989971173
ENSG00000196081	ZNF724			0.5	0.998056860267984	-0.3	0.99498273299885	0.1	0.997156663666153
ENSG00000196083	IL1RAP	-0.1	0.754812226395428	0.5	0.998056860267984	0.4	0.99498273299885	-0.1	0.997156663666153	0.4	0.450200071975319	-0.1	0.958735564772069
ENSG00000196090	PTPRT	-0.1	0.749237207097783	-0.2	0.998056860267984					-0.6	0.172291846180676
ENSG00000196091	MYBPC1	0.3	0.373146944582096	0.7	0.998056860267984	0.3	0.99498273299885	0.1	0.997156663666153	1.2	1.95575293882461E-4	0.2	0.892046271953342
ENSG00000196092	PAX5			0.2	0.998056860267984
ENSG00000196096	SPAG16-DT			-0.2	0.998056860267984	-0.1	0.99498273299885	0.1	0.997156663666153
ENSG00000196104	SPOCK3			0.4	0.998056860267984					-0.2	0.633974500585898	-0.5	0.396643396030115
ENSG00000196109	ZNF676			0.3	0.998056860267984	0.3	0.99498273299885
ENSG00000196110	ZNF699			0.1	0.998056860267984	0.1	0.99498273299885	0.1	0.997156663666153
ENSG00000196114	AL031577.1			0.1	0.998056860267984	0.1	0.99498273299885
ENSG00000196115	ADAM5			0.1	0.998056860267984
ENSG00000196116	TDRD7	-0.1	0.581168611442292	0.2	0.998056860267984	0.1	0.99498273299885	0.1	0.997156663666153	-0.1	0.861452576147522	0.1	0.922130555446328
ENSG00000196118	CCDC189			-0.3	0.998056860267984	-0.3	0.99498273299885	-0.2	0.997156663666153
ENSG00000196119	OR8A1					-0.1	0.99498273299885	-0.1	0.997156663666153
ENSG00000196123	KIAA0895L	-0.1	0.704383005183149	-0.2	0.998056860267984	-0.3	0.99498273299885			-0.3	0.197237729168556	-0.2	0.709336604545706
ENSG00000196126	HLA-DRB1	0.2	0.637537984035671	-0.1	0.998056860267984	-0.1	0.99498273299885	0.1	0.997156663666153	-0.2	0.8413854879403	0.1	0.907452723884328
ENSG00000196132	MYT1	0.6	0.101142468241341	0.2	0.998056860267984	0.1	0.99498273299885	0.1	0.997156663666153	0.9	0.0111717946776146	0.2	0.894223307449313
ENSG00000196136	SERPINA3			0.1	0.998056860267984	0.3	0.99498273299885
ENSG00000196139	AKR1C3	0.5	0.177764339210956	0.2	0.998056860267984	0.2	0.99498273299885	-0.2	0.997156663666153	0.4	0.427555229783911	0.1	0.922130555446328
ENSG00000196141	SPATS2L			0.1	0.998056860267984			-0.2	0.997156663666153	0.3	0.34667418015339	0.1	0.923258888041106
ENSG00000196150	ZNF250			0.3	0.998056860267984	-0.1	0.99498273299885
ENSG00000196151	WDSUB1	-0.1	0.855294272783073	0.2	0.998056860267984	-0.1	0.99498273299885	0.1	0.997156663666153	-0.1	0.930422485039437
ENSG00000196152	ZNF79			0.1	0.998056860267984	0.2	0.99498273299885			-0.3	0.712917332354087	0.2	0.881072616962574
ENSG00000196154	S100A4			-0.3	0.998056860267984	0.5	0.99498273299885			-0.4	0.590054490677937	0.3	0.753969474716553
ENSG00000196155	AC040160.1			-0.1	0.998056860267984	-0.3	0.99498273299885	0.3	0.997156663666153	-0.1	0.930802004924476	0.1	0.967041542879127
ENSG00000196159	FAT4	0.1	0.757255559839248			0.1	0.99498273299885	0.2	0.997156663666153	0.1	0.907223487219976	0.3	0.789768927753292
ENSG00000196166	C8orf86			0.1	0.998056860267984	-0.3	0.99498273299885	-0.1	0.997156663666153
ENSG00000196167	COLCA1	0.1	0.790210060710715	0.2	0.998056860267984	-0.1	0.99498273299885			0.9	0.0391825235611816
ENSG00000196169	KIF19	0.7	0.0720705074634373	0.3	0.998056860267984	-0.4	0.99498273299885	0.3	0.997156663666153	1.1	0.0518132446859238	-0.2	0.842479221299393
ENSG00000196172	ZNF681	-0.1	0.795071963295418	0.3	0.998056860267984	0.2	0.99498273299885	-0.1	0.997156663666153
ENSG00000196177	ACADSB	-0.1	0.825460960685201	-0.1	0.998056860267984					-0.1	0.846895888982442	0.1	0.948954901782244
ENSG00000196182	STK40	-0.2	0.361646909688067			-0.2	0.99498273299885	-0.1	0.997156663666153			-0.1	0.895845709633427
ENSG00000196187	TMEM63A	0.3	0.424907754613102	0.1	0.998056860267984	-0.4	0.99498273299885	0.3	0.997156663666153	-0.1	0.953652692470506	-0.8	0.204832642942638
ENSG00000196189	SEMA4A			-0.2	0.998056860267984	-0.2	0.99498273299885
ENSG00000196196	HRCT1			0.1	0.998056860267984	0.2	0.99498273299885	0.2	0.997156663666153
ENSG00000196199	MPHOSPH8	0.3	0.131167657702991	0.2	0.998056860267984	0.3	0.99498273299885			0.3	0.394104475218031	0.2	0.709336604545706
ENSG00000196204	RNF216P1	0.2	0.404975222459799	0.1	0.998056860267984	0.1	0.99498273299885	0.1	0.997156663666153	-0.1	0.897826058586241
ENSG00000196205	EEF1A1P5			0.1	0.998056860267984	-0.1	0.99498273299885
ENSG00000196208	GREB1	-0.1	0.825720477529797	-0.1	0.998056860267984					0.2	0.654103991168605	0.1	0.861888196934944
ENSG00000196209	SIRPB2			0.6	0.998056860267984	-0.1	0.99498273299885	0.2	0.997156663666153
ENSG00000196214	ZNF766	0.1	0.7882078731612	0.2	0.998056860267984					0.5	0.135631025846145	0.1	0.901388104973586
ENSG00000196218	RYR1	0.5	0.0634256484503457	0.2	0.998056860267984					0.7	0.101478190373591
ENSG00000196220	SRGAP3			-0.3	0.998056860267984	-0.1	0.99498273299885			-0.4	0.162676262632681
ENSG00000196227	FAM217B			0.1	0.998056860267984	0.3	0.99498273299885	-0.2	0.997156663666153	-0.2	0.478627205715587
ENSG00000196230	TUBB	-0.3	0.236611152352639	-0.2	0.998056860267984	-0.1	0.99498273299885	-0.1	0.997156663666153	-0.6	0.0455895952987051	-0.1	0.910262160710839
ENSG00000196233	LCOR	0.1	0.751716189279205	0.3	0.998056860267984	0.1	0.99498273299885			0.1	0.834239298908704	0.2	0.829757612517631
ENSG00000196235	SUPT5H			-0.1	0.998056860267984	-0.1	0.99498273299885			0.2	0.483529259317229	-0.1	0.861888196934944
ENSG00000196236	XPNPEP3	0.4	0.142483137808137	0.3	0.998056860267984			0.1	0.997156663666153	0.4	0.310546744896359	0.3	0.669955725874371
ENSG00000196247	ZNF107	0.1	0.869030142434928	0.4	0.998056860267984	0.1	0.99498273299885	0.2	0.997156663666153	0.8	0.130986806639205	0.3	0.702251541098738
ENSG00000196260	SFTA2					0.1	0.99498273299885	0.1	0.997156663666153
ENSG00000196262	PPIA	-0.2	0.243937329648839	0.1	0.998056860267984	0.4	0.99498273299885	-0.1	0.997156663666153	-0.5	0.110067543425271	-0.1	0.916794219917518
ENSG00000196263	ZNF471			0.3	0.998056860267984	-0.1	0.99498273299885			0.5	0.355487459087645	0.1	0.974507839407237
ENSG00000196267	ZNF836	0.1	0.712820057459437			0.2	0.99498273299885	0.1	0.997156663666153			0.1	0.973889143188178
ENSG00000196268	ZNF493	0.3	0.233291623291242	0.2	0.998056860267984	0.2	0.99498273299885			0.2	0.774626923194314
ENSG00000196274	AC027243.1			0.1	0.998056860267984			0.1	0.997156663666153
ENSG00000196275	GTF2IRD2	0.8	0.0466074027130395	0.3	0.998056860267984	0.4	0.99498273299885	0.3	0.997156663666153
ENSG00000196277	GRM7	-0.3	0.148749565677416	-0.3	0.998056860267984					-0.4	0.340850454383358	0.1	0.874407452105012
ENSG00000196284	SUPT3H	-0.1	0.624765293899198			0.1	0.99498273299885	-0.1	0.997156663666153	0.1	0.832190705606195	0.3	0.78449920812683
ENSG00000196290	NIF3L1	-0.2	0.563150967148455			0.3	0.99498273299885			-0.5	0.202767204604631	0.1	0.942037778840841
ENSG00000196295	GARS-DT	0.2	0.240243349864271	-0.5	0.998056860267984	-0.1	0.99498273299885	0.1	0.997156663666153	-0.1	0.767734768118095
ENSG00000196296	ATP2A1	0.2	0.608962755192016	0.2	0.998056860267984	-0.5	0.99498273299885	-0.1	0.997156663666153			-0.3	0.829053466220914
ENSG00000196305	IARS1	-0.4	0.091816571869972	-0.4	0.998056860267984	-0.1	0.99498273299885	-0.1	0.997156663666153	-1.0	0.00181671751782236	-0.1	0.88369067158414
ENSG00000196312	MFSD14C	0.1	0.727255155066812	-0.2	0.998056860267984	-0.1	0.99498273299885			0.1	0.680019504583219
ENSG00000196313	POM121	-0.5	0.132741996630235	-0.2	0.998056860267984	-0.1	0.99498273299885			-0.1	0.842158339797522	-0.3	0.715580429886654
ENSG00000196323	ZBTB44	0.3	0.233200557754115	0.3	0.998056860267984	0.4	0.99498273299885	0.1	0.997156663666153	0.1	0.81385188727025	0.1	0.874407452105012
ENSG00000196329	GIMAP5			-0.3	0.998056860267984	0.1	0.99498273299885	-0.1	0.997156663666153			0.1	0.931954831409023
ENSG00000196335	STK31			-0.4	0.998056860267984			0.1	0.997156663666153
ENSG00000196337	CGB7							0.1	0.997156663666153
ENSG00000196338	NLGN3			-0.2	0.998056860267984	-0.3	0.99498273299885	0.1	0.997156663666153	0.1	0.842997065098951	-0.2	0.709658362329696
ENSG00000196341	OR8D1			0.1	0.998056860267984
ENSG00000196345	ZKSCAN7	0.1	0.85616528177234	-0.1	0.998056860267984			0.1	0.997156663666153	0.4	0.576545442909736	0.2	0.854684790824588
ENSG00000196352	CD55	0.1	0.700135316204453	0.1	0.998056860267984	-0.3	0.99498273299885	0.2	0.997156663666153	-0.2	0.619626785202233	-0.3	0.757003093920666
ENSG00000196353	CPNE4	-0.3	0.231529173900153	-0.1	0.998056860267984	-0.1	0.99498273299885	-0.1	0.997156663666153	-0.7	0.0812568314390347	0.2	0.88369067158414
ENSG00000196357	ZNF565	0.4	0.105865597143513	0.2	0.998056860267984			0.3	0.997156663666153
ENSG00000196358	NTNG2	0.2	0.420717466604682	-0.1	0.998056860267984	-0.3	0.99498273299885			0.3	0.379542819619153	-0.2	0.837087169828367
ENSG00000196361	ELAVL3	0.4	0.104902617568913	-0.1	0.998056860267984	-0.2	0.99498273299885	0.1	0.997156663666153	0.2	0.583196694350316	-0.3	0.664053591199054
ENSG00000196363	WDR5			-0.1	0.998056860267984	-0.2	0.99498273299885	0.1	0.997156663666153			-0.2	0.79830061547574
ENSG00000196365	LONP1			-0.1	0.998056860267984	-0.3	0.99498273299885			0.1	0.859613384811541	-0.2	0.755405815827157
ENSG00000196366	C9orf163					0.1	0.99498273299885	0.1	0.997156663666153
ENSG00000196367	TRRAP			-0.2	0.998056860267984	-0.1	0.99498273299885			0.2	0.687357412227035
ENSG00000196368	NUDT11	-0.2	0.545914934739467	-0.2	0.998056860267984	0.4	0.99498273299885	-0.1	0.997156663666153	-0.7	0.0707875389992296	0.4	0.574378763106197
ENSG00000196369	SRGAP2B	0.2	0.672488300694241			-0.3	0.99498273299885	-0.1	0.997156663666153
ENSG00000196371	FUT4			-0.1	0.998056860267984	-0.2	0.99498273299885	0.1	0.997156663666153	-0.3	0.671054932608894	-0.4	0.736087125533786
ENSG00000196372	ASB13	-0.2	0.465554964634709	-0.1	0.998056860267984					-0.2	0.649297883918504	-0.1	0.874835558543719
ENSG00000196376	SLC35F1	-0.2	0.21637748268524	-0.1	0.998056860267984	-0.1	0.99498273299885			-0.2	0.672985725910147	0.1	0.951000398589625
ENSG00000196378	ZNF34	0.4	0.0870672500481505	-0.1	0.998056860267984	-0.1	0.99498273299885	0.1	0.997156663666153			0.1	0.946759621783137
ENSG00000196381	ZNF781	0.1	0.854903097171488	0.3	0.998056860267984	0.1	0.99498273299885	-0.1	0.997156663666153	0.4	0.554717522754063	0.4	0.683455970199826
ENSG00000196387	ZNF140	-0.3	0.242572723816801	0.1	0.998056860267984	0.2	0.99498273299885	-0.1	0.997156663666153	0.1	0.919746532355304	0.4	0.551986158612512
ENSG00000196388	INCA1	-0.1	0.755783881233276			-0.1	0.99498273299885	-0.2	0.997156663666153	0.1	0.91771986292232
ENSG00000196391	ZNF774			-0.1	0.998056860267984	0.2	0.99498273299885	0.2	0.997156663666153	0.1	0.843985617369448
ENSG00000196396	PTPN1	-0.1	0.811979177852828	-0.1	0.998056860267984	-0.3	0.99498273299885	-0.1	0.997156663666153			0.1	0.940721090643516
ENSG00000196405	EVL			-0.2	0.998056860267984	-0.2	0.99498273299885			-0.1	0.727725194237231	-0.2	0.665201344587992
ENSG00000196407	THEM5					-0.2	0.99498273299885	-0.2	0.997156663666153			-0.1	0.912228582392647
ENSG00000196411	EPHB4	0.1	0.842862067787929							0.2	0.805300622646431	0.3	0.79830061547574
ENSG00000196415	PRTN3	-0.2	0.600651528613768	-0.3	0.998056860267984	-0.1	0.99498273299885	-0.3	0.997156663666153			-0.5	0.558626078603066
ENSG00000196417	ZNF765	0.2	0.422335329558124	0.1	0.998056860267984	0.1	0.99498273299885	0.1	0.997156663666153	0.5	0.309899480161291	0.1	0.922130555446328
ENSG00000196418	ZNF124	-0.4	0.233517908437455	0.2	0.998056860267984			-0.1	0.997156663666153	0.1	0.865036969774706	-0.1	0.962408108935266
ENSG00000196419	XRCC6	-0.2	0.324848339691102	-0.1	0.998056860267984			-0.1	0.997156663666153	-0.6	0.0149953195299826	-0.1	0.865537361129118
ENSG00000196420	S100A5					-0.1	0.99498273299885	-0.1	0.997156663666153
ENSG00000196421	C20orf204					-0.2	0.99498273299885	0.4	0.997156663666153	0.5	0.427083565419701
ENSG00000196422	PPP1R26	0.1	0.706096991707758	0.1	0.998056860267984	0.1	0.99498273299885	-0.1	0.997156663666153	0.4	0.163967298237798
ENSG00000196428	TSC22D2	-0.2	0.339201826690847	0.1	0.998056860267984	0.2	0.99498273299885	-0.1	0.997156663666153	-0.3	0.507069547190314	0.3	0.586540220895047
ENSG00000196431	CRYBA4			-0.1	0.998056860267984	-0.2	0.99498273299885	0.1	0.997156663666153
ENSG00000196433	ASMT			-0.1	0.998056860267984	-0.1	0.99498273299885
ENSG00000196436	NPIPB15	-0.3	0.469911507592809	-0.4	0.998056860267984	-0.8	0.99498273299885	0.1	0.997156663666153	0.4	0.617396993681475	-0.3	0.771131571913899
ENSG00000196437	ZNF569	-0.1	0.795333941682995	0.3	0.998056860267984	0.6	0.99498273299885	0.1	0.997156663666153	0.5	0.248660444957602	0.2	0.872667395977718
ENSG00000196440	ARMCX4	-0.2	0.371979963522259			0.2	0.99498273299885	-0.1	0.997156663666153			-0.1	0.944201355985711
ENSG00000196449	YRDC	-0.1	0.725435726118421	-0.1	0.998056860267984	-0.2	0.99498273299885	-0.1	0.997156663666153	-0.4	0.31676050765493	-0.1	0.961654969788351
ENSG00000196453	ZNF777	0.1	0.826012063981822	-0.1	0.998056860267984	-0.2	0.99498273299885	-0.2	0.997156663666153	0.3	0.455847338048397	-0.2	0.793629855532981
ENSG00000196455	PIK3R4	-0.2	0.309818051816863	-0.1	0.998056860267984	-0.1	0.99498273299885	-0.1	0.997156663666153	-0.2	0.512844207935742
ENSG00000196456	ZNF775	0.2	0.551226735227529	0.2	0.998056860267984	-0.3	0.99498273299885	0.1	0.997156663666153	0.3	0.522960249708484	-0.1	0.925816099014725
ENSG00000196458	ZNF605	0.3	0.123938253911041	0.3	0.998056860267984	0.2	0.99498273299885			0.5	0.0917601284606458	0.4	0.568538700733812
ENSG00000196459	TRAPPC2	0.1	0.715826260510274	0.2	0.998056860267984	0.1	0.99498273299885	0.1	0.997156663666153			0.3	0.545860884423527
ENSG00000196460	RFX8			-0.4	0.998056860267984	0.3	0.99498273299885
ENSG00000196465	MYL6B	-0.1	0.488799874924886	-0.1	0.998056860267984	0.1	0.99498273299885	-0.1	0.997156663666153	-0.2	0.668964485507275	-0.3	0.661684911372671
ENSG00000196466	ZNF799					-0.1	0.99498273299885	0.2	0.997156663666153
ENSG00000196468	FGF16			0.1	0.998056860267984	0.1	0.99498273299885
ENSG00000196470	SIAH1			0.3	0.998056860267984	0.1	0.99498273299885	-0.2	0.997156663666153	-0.1	0.882971140390172	0.1	0.942811807431941
ENSG00000196476	C20orf96	0.1	0.846389182529415	0.1	0.998056860267984	-0.4	0.99498273299885	0.1	0.997156663666153	0.4	0.367495912440964	-0.2	0.819668384620362
ENSG00000196482	ESRRG	-0.4	0.166563776757102	0.1	0.998056860267984	0.2	0.99498273299885	-0.2	0.997156663666153	-0.1	0.946412843522059	-0.2	0.849641672477715
ENSG00000196497	IPO4			0.2	0.998056860267984	0.1	0.99498273299885
ENSG00000196498	NCOR2			-0.1	0.998056860267984	-0.1	0.99498273299885			0.1	0.692763780567243	-0.2	0.786511369012087
ENSG00000196502	SULT1A1	0.2	0.297929400448954	-0.4	0.998056860267984	-0.1	0.99498273299885			-0.1	0.786829657078355	-0.2	0.850455037784055
ENSG00000196503	ARL9	0.1	0.831606314582076	0.1	0.998056860267984	0.5	0.99498273299885	-0.1	0.997156663666153	0.5	0.450424969273993	-0.2	0.887328433971556
ENSG00000196504	PRPF40A	0.3	0.0963330945220914	0.3	0.998056860267984	0.5	0.99498273299885			0.3	0.321039742390918	0.2	0.738156968668695
ENSG00000196505	GDAP2	-0.2	0.418295932526783	0.3	0.998056860267984	-0.1	0.99498273299885	0.1	0.997156663666153	0.3	0.58728650920996	0.1	0.88264286197626
ENSG00000196507	TCEAL3	0.2	0.359102695401488	0.3	0.998056860267984	0.1	0.99498273299885	-0.1	0.997156663666153	0.3	0.130226058795534
ENSG00000196510	ANAPC7	-0.2	0.158237845624216	-0.1	0.998056860267984			-0.1	0.997156663666153	-0.3	0.236242571537472
ENSG00000196511	TPK1					0.5	0.99498273299885	0.1	0.997156663666153	-0.1	0.838914068325694	0.3	0.756102120616835
ENSG00000196517	SLC6A9	0.3	0.314465525360366			-0.2	0.99498273299885	0.2	0.997156663666153	0.1	0.866465541934208	-0.6	0.346679591083052
ENSG00000196526	AFAP1	-0.2	0.239509878507043			0.1	0.99498273299885	-0.1	0.997156663666153			-0.2	0.820281767601607
ENSG00000196531	NACA			0.4	0.998056860267984	0.1	0.99498273299885			0.3	0.404042401127319
ENSG00000196535	MYO18A					-0.2	0.99498273299885			0.2	0.686237425604376	-0.3	0.518792366439843
ENSG00000196542	SPTSSB	-0.5	0.0629163990729999					-0.2	0.997156663666153	-0.9	0.0681407571177847	-0.1	0.951000398589625
ENSG00000196544	BORCS6	0.2	0.595100282913671	-0.2	0.998056860267984			-0.1	0.997156663666153	-0.1	0.882065224282288	-0.2	0.892232597997671
ENSG00000196547	MAN2A2	-0.2	0.593447342812181	-0.1	0.998056860267984	-0.2	0.99498273299885	0.1	0.997156663666153	-0.3	0.529895281836837	-0.4	0.271055285739162
ENSG00000196549	MME			0.2	0.998056860267984	0.2	0.99498273299885	0.1	0.997156663666153
ENSG00000196550	FAM72A			-0.1	0.998056860267984
ENSG00000196553	CCDC196					0.1	0.99498273299885	0.1	0.997156663666153
ENSG00000196557	CACNA1H	-0.1	0.812819251434131	-0.6	0.998056860267984	-0.1	0.99498273299885	-0.2	0.997156663666153	-0.5	0.211109659285402	-0.2	0.820288103841631
ENSG00000196562	SULF2	0.1	0.713576204066699	-0.1	0.998056860267984	-0.1	0.99498273299885			0.1	0.846844169037019
ENSG00000196569	LAMA2	0.1	0.572601494728355	-0.2	0.998056860267984	0.1	0.99498273299885			0.1	0.834963948198457	0.2	0.849641672477715
ENSG00000196576	PLXNB2	0.2	0.340965198605187	0.1	0.998056860267984	-0.2	0.99498273299885			0.6	0.0461798654885564	0.1	0.89720988379955
ENSG00000196581	AJAP1	-0.3	0.167957701550055	-0.2	0.998056860267984	0.2	0.99498273299885			-0.4	0.230558782846725
ENSG00000196584	XRCC2					0.4	0.99498273299885	-0.1	0.997156663666153
ENSG00000196586	MYO6	0.7	0.017663265256301	0.3	0.998056860267984	0.1	0.99498273299885	0.2	0.997156663666153	0.7	0.070875730855418	0.1	0.962880649353723
ENSG00000196588	MRTFA	0.2	0.394093638743159	-0.3	0.998056860267984	-0.2	0.99498273299885			-0.2	0.606562447971957
ENSG00000196591	HDAC2			0.1	0.998056860267984	0.3	0.99498273299885	-0.1	0.997156663666153	-0.2	0.598781167167422	0.2	0.737385665681359
ENSG00000196593	ANKRD20A19P			-0.2	0.998056860267984	-0.2	0.99498273299885	0.2	0.997156663666153
ENSG00000196597	ZNF782	-0.1	0.833533249184267			0.2	0.99498273299885	-0.1	0.997156663666153	0.3	0.579928530518609	0.2	0.887328433971556
ENSG00000196600	SLC22A25			-0.1	0.998056860267984	-0.1	0.99498273299885
ENSG00000196605	ZNF846	-0.1	0.807997048909703	0.3	0.998056860267984	0.1	0.99498273299885	0.1	0.997156663666153	0.4	0.400712068981436
ENSG00000196616	ADH1B			0.4	0.998056860267984	0.3	0.99498273299885					0.3	0.795507647000574
ENSG00000196628	TCF4	0.1	0.661797368279202	0.2	0.998056860267984	0.3	0.99498273299885	-0.1	0.997156663666153	0.3	0.207832159697628	0.1	0.899620377530659
ENSG00000196632	WNK3			0.1	0.998056860267984	0.1	0.99498273299885			0.2	0.736296577942712	-0.1	0.943873108210693
ENSG00000196636	SDHAF3	-0.2	0.666231298883532	0.4	0.998056860267984	0.2	0.99498273299885			0.4	0.468553373855038
ENSG00000196639	HRH1	-0.2	0.478862849805221	-0.2	0.998056860267984	0.3	0.99498273299885	-0.3	0.997156663666153	-0.2	0.637320737853254	0.1	0.872209750344597
ENSG00000196642	RABL6	0.4	0.174354726402499			0.1	0.99498273299885			0.2	0.586598649306077	-0.2	0.847346689863955
ENSG00000196646	ZNF136	-0.5	0.0987053015030696	-0.1	0.998056860267984			-0.2	0.997156663666153			0.2	0.85023260779137
ENSG00000196652	ZKSCAN5					-0.1	0.99498273299885			-0.1	0.861721918837153	-0.1	0.890403862276369
ENSG00000196653	ZNF502	0.2	0.40489976901343	0.3	0.998056860267984	0.5	0.99498273299885	0.2	0.997156663666153	-0.1	0.940728389857894	-0.1	0.946133602811923
ENSG00000196655	TRAPPC4	-0.2	0.367996287350172	-0.2	0.998056860267984	0.1	0.99498273299885			-0.7	0.0245500727087832	-0.3	0.713292989634028
ENSG00000196656	AC004057.1							0.1	0.997156663666153
ENSG00000196659	TTC30B			0.1	0.998056860267984	0.2	0.99498273299885	0.4	0.997156663666153			0.4	0.729955280112339
ENSG00000196660	SLC30A10	0.2	0.692601758766385	0.1	0.998056860267984	-0.3	0.99498273299885	0.1	0.997156663666153	0.5	0.359607176409476	0.1	0.922130555446328
ENSG00000196663	TECPR2	0.1	0.688152717101339	-0.2	0.998056860267984	-0.2	0.99498273299885	0.1	0.997156663666153			-0.2	0.64236275387215
ENSG00000196664	TLR7			0.5	0.998056860267984	0.1	0.99498273299885	-0.1	0.997156663666153			-0.2	0.86626197554517
ENSG00000196666	FAM180B			0.1	0.998056860267984			-0.1	0.997156663666153
ENSG00000196668	LINC00173	0.4	0.244995387802124	0.3	0.998056860267984	0.1	0.99498273299885	0.1	0.997156663666153	0.9	0.0437501381428161	0.1	0.978864286920921
ENSG00000196670	ZFP62	0.1	0.851531874279991	0.4	0.998056860267984			0.1	0.997156663666153	0.5	0.170476322677463	0.1	0.941465307268047
