gene_id,type,ncbi,kegg
ENSG00000165807,protein_coding,145376,
ENSG00000165810,protein_coding,153579,944
ENSG00000165816,protein_coding,340706,4150
ENSG00000165819,protein_coding,56339,1120
ENSG00000165821,protein_coding,6297,620
ENSG00000165828,protein_coding,118471,
ENSG00000165832,protein_coding,142940,1100
ENSG00000165837,protein_coding,220081,
ENSG00000165841,protein_coding,1557,940
ENSG00000165861,protein_coding,53349,4926
ENSG00000165863,protein_coding,143379,
ENSG00000165868,protein_coding,259217,710
ENSG00000165891,protein_coding,144455,998
ENSG00000165895,protein_coding,143872,1100
ENSG00000165898,protein_coding,122961,
ENSG00000165899,nonsense_mediated_decay,283310,940
ENSG00000165905,protein_coding,120071,601
ENSG00000165914,protein_coding,145567,230
ENSG00000165915,protein_coding,91252,
ENSG00000165916,protein_coding,5702,190
ENSG00000165917,protein_coding,5913,5235
ENSG00000165923,protein_coding,79841,
ENSG00000165929,protein_coding,123036,4660
ENSG00000165934,protein_coding,53981,405
ENSG00000165935,protein_coding,341346,
ENSG00000165943,protein_coding,64112,
ENSG00000165959,protein_coding,79789,5165
ENSG00000165966,protein_coding,29951,5165
ENSG00000165970,protein_coding,9152,
ENSG00000165972,nonsense_mediated_decay,120935,
ENSG00000165983,protein_coding,9317,362
ENSG00000165985,protein_coding,389941,511
ENSG00000165995,protein_coding,783,534
ENSG00000165996,protein_coding,9200,1100
ENSG00000165997,protein_coding,221079,760
ENSG00000166002,protein_coding,56935,
ENSG00000166004,protein_coding,85459,
ENSG00000166006,protein_coding,3747,5165
ENSG00000166012,nonsense_mediated_decay,79101,
ENSG00000166024,protein_coding,27291,4150
ENSG00000166025,protein_coding,154810,
ENSG00000166033,protein_coding,5654,1110
ENSG00000166035,protein_coding,3990,430
ENSG00000166037,nonsense_mediated_decay,9702,
ENSG00000166046,protein_coding,255394,
ENSG00000166069,protein_coding,145942,
ENSG00000166073,protein_coding,11245,1100
ENSG00000166086,protein_coding,83700,5163
ENSG00000166090,protein_coding,64806,
ENSG00000166091,protein_coding,116173,
ENSG00000166105,protein_coding,112937,600
ENSG00000166106,protein_coding,170689,1100
ENSG00000166111,nonsense_mediated_decay,55530,330
ENSG00000166118,protein_coding,219938,
ENSG00000166126,protein_coding,81693,
ENSG00000166128,protein_coding,51762,944
ENSG00000166130,protein_coding,121457,
ENSG00000166135,nonsense_mediated_decay,55662,
ENSG00000166136,protein_coding,4714,
ENSG00000166143,protein_coding,54866,
ENSG00000166145,protein_coding,6692,4658
ENSG00000166147,protein_coding,2200,4714
ENSG00000166148,protein_coding,552,1110
ENSG00000166153,protein_coding,120863,982
ENSG00000166159,protein_coding,654429,4658
ENSG00000166164,protein_coding,29117,4714
ENSG00000166165,protein_coding,1152,630
ENSG00000166166,protein_coding,115708,450
ENSG00000166170,protein_coding,9529,
ENSG00000166173,protein_coding,55323,10
ENSG00000166181,protein_coding,8539,4926
ENSG00000166188,protein_coding,57567,1110
ENSG00000166189,protein_coding,79803,
ENSG00000166192,protein_coding,123228,230
ENSG00000166197,protein_coding,9221,5170
ENSG00000166199,protein_coding,221120,904
ENSG00000166220,protein_coding,219793,
ENSG00000166224,protein_coding,8879,523
ENSG00000166225,protein_coding,10818,
ENSG00000166226,protein_coding,10576,5165
ENSG00000166228,protein_coding,5092,790
ENSG00000166233,protein_coding,25820,4926
ENSG00000166246,protein_coding,146562,
ENSG00000166250,protein_coding,79827,5165
ENSG00000166257,protein_coding,55800,520
ENSG00000166260,protein_coding,1353,
ENSG00000166261,protein_coding,7753,310
ENSG00000166262,nonsense_mediated_decay,196951,
ENSG00000166263,protein_coding,252983,30
ENSG00000166265,protein_coding,116159,
ENSG00000166266,protein_coding,8065,941
ENSG00000166268,protein_coding,196446,
ENSG00000166272,nonsense_mediated_decay,102724307,
ENSG00000166278,protein_coding,717,5170
ENSG00000166289,protein_coding,79156,4660
ENSG00000166292,protein_coding,55273,
ENSG00000166295,protein_coding,119504,
ENSG00000166313,protein_coding,322,4658
ENSG00000166317,protein_coding,79933,220
ENSG00000166321,protein_coding,25961,240
ENSG00000166323,protein_coding,160140,
ENSG00000166326,protein_coding,54765,
ENSG00000166329,protein_coding,101927581,
ENSG00000166333,protein_coding,3611,1100
ENSG00000166337,protein_coding,6881,
ENSG00000166340,nonsense_mediated_decay,1200,
ENSG00000166341,protein_coding,8642,520
ENSG00000166342,protein_coding,81832,1100
ENSG00000166343,nonsense_mediated_decay,118490,1100
ENSG00000166348,protein_coding,159195,1120
ENSG00000166349,protein_coding,5896,4151
ENSG00000166352,protein_coding,119710,
ENSG00000166359,protein_coding,126248,400
ENSG00000166363,protein_coding,144124,860
ENSG00000166368,protein_coding,120776,860
ENSG00000166377,protein_coding,374868,600
ENSG00000166387,protein_coding,8495,1110
ENSG00000166391,protein_coding,80168,561
ENSG00000166394,protein_coding,51700,1120
ENSG00000166396,protein_coding,8710,
ENSG00000166398,protein_coding,9710,
ENSG00000166401,protein_coding,5271,
ENSG00000166402,protein_coding,7275,
ENSG00000166405,nonsense_mediated_decay,79608,
ENSG00000166407,protein_coding,4004,4150
ENSG00000166411,protein_coding,3419,660
ENSG00000166415,protein_coding,256764,760
ENSG00000166426,protein_coding,1381,906
ENSG00000166428,protein_coding,122618,1100
ENSG00000166432,protein_coding,84460,20
ENSG00000166435,protein_coding,143570,5235
ENSG00000166436,protein_coding,9866,310
ENSG00000166439,protein_coding,254225,310
ENSG00000166441,protein_coding,6157,
ENSG00000166446,protein_coding,124359,281
ENSG00000166448,protein_coding,222865,52
ENSG00000166451,nonsense_mediated_decay,55839,
ENSG00000166452,protein_coding,56672,
ENSG00000166454,protein_coding,23300,5235
ENSG00000166455,protein_coding,123775,
ENSG00000166471,nonsense_mediated_decay,440026,
ENSG00000166473,protein_coding,114780,5170
ENSG00000166477,protein_coding,123169,
ENSG00000166478,protein_coding,7702,908
ENSG00000166479,protein_coding,54495,625
ENSG00000166482,protein_coding,4239,
ENSG00000166483,protein_coding,7465,901
ENSG00000166484,protein_coding,5598,500
ENSG00000166501,protein_coding,5579,590
ENSG00000166503,protein_coding,50810,270
ENSG00000166507,protein_coding,8509,532
ENSG00000166508,protein_coding,4176,4658
ENSG00000166509,protein_coding,10143,4714
ENSG00000166510,protein_coding,80323,
ENSG00000166523,protein_coding,26253,4150
ENSG00000166526,protein_coding,7551,620
ENSG00000166527,protein_coding,338339,5170
ENSG00000166529,protein_coding,7589,4660
ENSG00000166532,protein_coding,57494,4070
ENSG00000166535,protein_coding,144568,40
ENSG00000166546,protein_coding,146227,
ENSG00000166548,protein_coding,7084,600
ENSG00000166557,protein_coding,23423,
ENSG00000166558,protein_coding,146167,
ENSG00000166562,protein_coding,90701,720
ENSG00000166573,protein_coding,2587,860
ENSG00000166575,protein_coding,65084,
ENSG00000166578,protein_coding,115811,4658
ENSG00000166579,nonsense_mediated_decay,81565,
ENSG00000166589,protein_coding,1014,1100
ENSG00000166592,protein_coding,6236,4658
ENSG00000166595,protein_coding,51647,
ENSG00000166596,protein_coding,146845,364
ENSG00000166598,protein_coding,7184,4660
ENSG00000166603,protein_coding,4160,1100
ENSG00000166619,protein_coding,10904,
ENSG00000166664,protein_coding,89832,5165
ENSG00000166669,protein_coding,80063,500
ENSG00000166670,protein_coding,4319,550
ENSG00000166676,nonsense_mediated_decay,780776,
ENSG00000166681,protein_coding,27018,
ENSG00000166682,protein_coding,80975,730
ENSG00000166685,protein_coding,9382,
ENSG00000166689,protein_coding,144100,4926
ENSG00000166704,protein_coding,80095,1120
ENSG00000166707,protein_coding,644353,
ENSG00000166710,protein_coding,567,4151
ENSG00000166716,protein_coding,9640,4660
ENSG00000166736,nonsense_mediated_decay,3359,5163
ENSG00000166741,protein_coding,4837,100
ENSG00000166743,protein_coding,116285,790
ENSG00000166747,protein_coding,164,5165
ENSG00000166750,protein_coding,162394,250
ENSG00000166762,protein_coding,117155,4926
ENSG00000166780,protein_coding,89927,
ENSG00000166783,protein_coding,9665,1100
ENSG00000166788,protein_coding,113174,730
ENSG00000166793,protein_coding,219539,
ENSG00000166794,protein_coding,5479,220
ENSG00000166796,protein_coding,3948,562
ENSG00000166797,protein_coding,84191,
ENSG00000166800,protein_coding,160287,790
ENSG00000166801,protein_coding,63901,230
ENSG00000166803,protein_coding,9768,
ENSG00000166813,nonsense_mediated_decay,374654,330
ENSG00000166816,protein_coding,197257,627
ENSG00000166819,protein_coding,5346,
ENSG00000166821,protein_coding,8800,
ENSG00000166822,nonsense_mediated_decay,124491,
ENSG00000166823,protein_coding,55897,
ENSG00000166825,nonsense_mediated_decay,290,625
ENSG00000166831,protein_coding,348093,310
ENSG00000166833,protein_coding,89797,330
ENSG00000166839,protein_coding,348094,760
ENSG00000166840,protein_coding,92292,997
ENSG00000166845,nonsense_mediated_decay,162681,
ENSG00000166847,protein_coding,84516,300
ENSG00000166848,protein_coding,54386,520
ENSG00000166851,protein_coding,5347,4151
ENSG00000166855,protein_coding,10845,900
ENSG00000166856,protein_coding,11318,860
ENSG00000166860,protein_coding,9880,20
ENSG00000166863,protein_coding,6866,
ENSG00000166866,protein_coding,4640,966
ENSG00000166869,protein_coding,63928,5163
ENSG00000166881,protein_coding,23306,
ENSG00000166886,protein_coding,4665,5165
ENSG00000166887,protein_coding,23339,5165
ENSG00000166888,protein_coding,6778,4660
ENSG00000166896,protein_coding,91419,
ENSG00000166897,protein_coding,114794,4151
ENSG00000166900,nonsense_mediated_decay,6809,
ENSG00000166908,nonsense_mediated_decay,79837,4714
ENSG00000166912,protein_coding,54893,4660
ENSG00000166913,protein_coding,7529,
ENSG00000166920,protein_coding,84419,
ENSG00000166922,protein_coding,6447,
ENSG00000166924,protein_coding,222950,
ENSG00000166925,protein_coding,81628,
ENSG00000166927,protein_coding,58475,
ENSG00000166928,protein_coding,84689,
ENSG00000166938,protein_coding,115752,900
ENSG00000166946,protein_coding,23582,
ENSG00000166947,protein_coding,2038,100
ENSG00000166949,protein_coding,4088,4660
ENSG00000166960,non_stop_decay,374864,
ENSG00000166961,protein_coding,219995,
ENSG00000166963,protein_coding,4130,750
ENSG00000166965,protein_coding,91433,5163
ENSG00000166971,protein_coding,64400,4926
ENSG00000166974,protein_coding,10982,4714
ENSG00000166979,protein_coding,59271,600
ENSG00000166984,nonsense_mediated_decay,,
ENSG00000166986,protein_coding,4141,4926
ENSG00000166987,protein_coding,114785,1100
ENSG00000166997,protein_coding,245812,
ENSG00000167004,protein_coding,2923,361
ENSG00000167005,protein_coding,11051,500
ENSG00000167011,protein_coding,375607,5165
ENSG00000167065,protein_coding,150290,5170
ENSG00000167080,protein_coding,124872,520
ENSG00000167081,protein_coding,5090,500
ENSG00000167083,protein_coding,2793,
ENSG00000167085,nonsense_mediated_decay,5245,
ENSG00000167088,protein_coding,6632,
ENSG00000167094,protein_coding,158248,230
ENSG00000167100,protein_coding,201191,5165
ENSG00000167103,protein_coding,138429,562
ENSG00000167105,protein_coding,162461,
ENSG00000167106,protein_coding,399665,
ENSG00000167107,protein_coding,80221,405
ENSG00000167110,protein_coding,2801,
ENSG00000167112,protein_coding,26995,740
ENSG00000167113,protein_coding,51117,
ENSG00000167114,protein_coding,10999,61
ENSG00000167117,protein_coding,55018,
ENSG00000167118,protein_coding,81605,984
ENSG00000167123,protein_coding,51148,572
ENSG00000167130,protein_coding,57171,540
ENSG00000167136,protein_coding,2021,760
ENSG00000167139,protein_coding,161514,
ENSG00000167157,protein_coding,51450,1120
ENSG00000167173,protein_coding,56905,
ENSG00000167178,protein_coding,57611,515
ENSG00000167182,protein_coding,6668,650
ENSG00000167183,protein_coding,79170,
ENSG00000167186,protein_coding,10229,230
ENSG00000167193,protein_coding,1398,510
ENSG00000167194,protein_coding,146378,
ENSG00000167196,protein_coding,26263,
ENSG00000167202,protein_coding,23102,1110
ENSG00000167207,protein_coding,64127,620
ENSG00000167208,protein_coding,124460,562
ENSG00000167216,protein_coding,83473,970
ENSG00000167220,protein_coding,84064,630
ENSG00000167244,protein_coding,3481,
ENSG00000167257,protein_coding,257160,4926
ENSG00000167258,protein_coding,51755,5163
ENSG00000167261,protein_coding,64174,311
ENSG00000167264,protein_coding,54920,300
ENSG00000167272,protein_coding,51367,
ENSG00000167280,nonsense_mediated_decay,64772,944
ENSG00000167281,protein_coding,146713,4070
ENSG00000167283,nonsense_mediated_decay,10632,
ENSG00000167286,protein_coding,915,4660
ENSG00000167291,protein_coding,125058,
ENSG00000167302,protein_coding,146705,
ENSG00000167306,protein_coding,4645,534
ENSG00000167311,protein_coding,116969,760
ENSG00000167315,protein_coding,10449,999
ENSG00000167323,protein_coding,6786,4926
ENSG00000167325,protein_coding,6240,240
ENSG00000167332,protein_coding,81285,860
ENSG00000167333,nonsense_mediated_decay,55128,630
ENSG00000167355,protein_coding,282763,1100
ENSG00000167359,protein_coding,390063,1100
ENSG00000167360,protein_coding,390061,1100
ENSG00000167363,protein_coding,64122,1110
ENSG00000167377,protein_coding,7571,310
ENSG00000167378,protein_coding,126298,
ENSG00000167380,protein_coding,7769,1110
ENSG00000167384,protein_coding,7733,1100
ENSG00000167393,protein_coding,28227,541
ENSG00000167394,protein_coding,79759,908
ENSG00000167395,protein_coding,9726,908
ENSG00000167397,protein_coding,79001,130
ENSG00000167414,protein_coding,94235,
ENSG00000167419,protein_coding,4025,360
ENSG00000167434,nonsense_mediated_decay,762,910
ENSG00000167447,protein_coding,55181,
ENSG00000167468,protein_coding,2879,564
ENSG00000167470,protein_coding,90007,4070
ENSG00000167476,protein_coding,105372240,
ENSG00000167483,protein_coding,199786,5163
ENSG00000167491,protein_coding,54815,
ENSG00000167508,protein_coding,4597,770
ENSG00000167513,protein_coding,81620,970
ENSG00000167515,protein_coding,51693,
ENSG00000167522,protein_coding,29123,250
ENSG00000167523,protein_coding,124045,
ENSG00000167524,nonsense_mediated_decay,124923,1100
ENSG00000167525,protein_coding,147011,1100
ENSG00000167526,protein_coding,6137,
ENSG00000167528,protein_coding,121274,5235
ENSG00000167535,protein_coding,784,908
ENSG00000167536,protein_coding,147015,72
ENSG00000167543,protein_coding,90313,
ENSG00000167548,protein_coding,8085,760
ENSG00000167549,protein_coding,84940,1100
ENSG00000167550,protein_coding,121268,640
ENSG00000167552,protein_coding,7846,
ENSG00000167553,protein_coding,84790,
ENSG00000167554,protein_coding,162963,908
ENSG00000167555,protein_coding,84436,720
ENSG00000167562,protein_coding,55762,4660
ENSG00000167565,protein_coding,29946,
ENSG00000167578,protein_coding,53916,1120
ENSG00000167595,nonsense_mediated_decay,148137,
ENSG00000167600,protein_coding,29785,592
ENSG00000167601,protein_coding,558,5163
ENSG00000167604,protein_coding,84807,5170
ENSG00000167608,protein_coding,147798,
ENSG00000167612,protein_coding,341405,760
ENSG00000167613,nonsense_mediated_decay,3903,511
ENSG00000167614,protein_coding,57348,
ENSG00000167615,protein_coding,114823,
ENSG00000167617,protein_coding,148170,4714
ENSG00000167618,protein_coding,3904,4070
ENSG00000167619,protein_coding,284339,
ENSG00000167625,protein_coding,116115,5235
ENSG00000167632,protein_coding,83696,
ENSG00000167633,protein_coding,3811,1110
ENSG00000167634,protein_coding,199713,603
ENSG00000167635,protein_coding,7705,20
ENSG00000167637,protein_coding,284349,620
ENSG00000167641,protein_coding,94274,
ENSG00000167642,protein_coding,10653,
ENSG00000167644,protein_coding,64073,
ENSG00000167645,protein_coding,90522,
ENSG00000167646,nonsense_mediated_decay,352909,
ENSG00000167653,protein_coding,8000,
ENSG00000167654,protein_coding,85300,4714
ENSG00000167656,protein_coding,8581,
ENSG00000167657,protein_coding,1613,4070
ENSG00000167658,protein_coding,1938,1120
ENSG00000167664,protein_coding,126259,940
ENSG00000167670,nonsense_mediated_decay,10036,
ENSG00000167671,protein_coding,80700,1040
ENSG00000167674,protein_coding,84717,4151
ENSG00000167676,protein_coding,729359,
ENSG00000167680,protein_coding,10501,1100
ENSG00000167685,protein_coding,55311,1110
ENSG00000167695,protein_coding,79850,600
ENSG00000167699,protein_coding,51031,51
ENSG00000167700,protein_coding,113655,1100
ENSG00000167701,protein_coding,2875,311
ENSG00000167702,protein_coding,90990,630
ENSG00000167703,protein_coding,124935,270
ENSG00000167705,protein_coding,83547,
ENSG00000167711,protein_coding,5345,
ENSG00000167716,protein_coding,124997,910
ENSG00000167720,protein_coding,63826,1120
ENSG00000167721,nonsense_mediated_decay,55720,
ENSG00000167723,protein_coding,162514,4150
ENSG00000167733,nonsense_mediated_decay,374875,620
ENSG00000167740,protein_coding,124936,620
ENSG00000167741,protein_coding,124975,331
ENSG00000167748,protein_coding,3816,230
ENSG00000167749,protein_coding,9622,230
ENSG00000167751,protein_coding,3817,230
ENSG00000167754,protein_coding,25818,1100
ENSG00000167755,protein_coding,5653,730
ENSG00000167757,nonsense_mediated_decay,11012,730
ENSG00000167766,protein_coding,55769,1100
ENSG00000167767,protein_coding,144501,
ENSG00000167768,protein_coding,3848,
ENSG00000167769,protein_coding,125981,1100
ENSG00000167770,protein_coding,55611,1100
ENSG00000167771,protein_coding,283248,902
ENSG00000167772,protein_coding,51129,
ENSG00000167774,nonsense_mediated_decay,,
ENSG00000167775,nonsense_mediated_decay,51293,520
ENSG00000167779,protein_coding,3489,
ENSG00000167780,protein_coding,8435,561
ENSG00000167785,protein_coding,148156,908
ENSG00000167791,protein_coding,51475,4070
ENSG00000167792,nonsense_mediated_decay,4723,190
ENSG00000167797,protein_coding,10263,
ENSG00000167799,protein_coding,254552,730
ENSG00000167800,protein_coding,347853,
ENSG00000167807,nonsense_mediated_decay,,
ENSG00000167815,protein_coding,7001,350
ENSG00000167840,protein_coding,7775,20
ENSG00000167842,protein_coding,79003,
ENSG00000167850,protein_coding,10871,830
ENSG00000167851,protein_coding,11314,4926
ENSG00000167858,nonsense_mediated_decay,83659,
ENSG00000167861,nonsense_mediated_decay,283987,
ENSG00000167862,nonsense_mediated_decay,3396,
ENSG00000167863,protein_coding,10476,
ENSG00000167874,protein_coding,92162,
ENSG00000167880,protein_coding,2125,1100
ENSG00000167881,nonsense_mediated_decay,6730,
ENSG00000167889,nonsense_mediated_decay,146664,510
ENSG00000167895,protein_coding,147138,
ENSG00000167900,protein_coding,7083,4926
ENSG00000167904,protein_coding,137695,71
ENSG00000167910,protein_coding,1581,903
ENSG00000167914,protein_coding,284110,
ENSG00000167925,nonsense_mediated_decay,84514,
ENSG00000167930,protein_coding,83986,4150
ENSG00000167941,protein_coding,50964,
ENSG00000167962,protein_coding,90850,620
ENSG00000167964,protein_coding,25837,900
ENSG00000167965,protein_coding,64223,364
ENSG00000167967,protein_coding,1877,1100
ENSG00000167968,protein_coding,1775,4070
ENSG00000167969,protein_coding,1632,650
ENSG00000167972,protein_coding,21,910
ENSG00000167977,protein_coding,54442,
ENSG00000167978,nonsense_mediated_decay,23524,
ENSG00000167981,protein_coding,146434,4660
ENSG00000167984,protein_coding,197358,1100
ENSG00000167985,nonsense_mediated_decay,54949,
ENSG00000167986,protein_coding,1642,920
ENSG00000167987,protein_coding,55048,
ENSG00000167992,nonsense_mediated_decay,220001,1100
ENSG00000167994,protein_coding,5866,
ENSG00000167996,protein_coding,2495,480
ENSG00000168000,protein_coding,26580,
ENSG00000168002,protein_coding,5436,900
ENSG00000168003,protein_coding,6520,380
ENSG00000168004,protein_coding,117245,591
ENSG00000168005,protein_coding,144097,
ENSG00000168010,protein_coding,89849,1120
ENSG00000168014,protein_coding,26005,590
ENSG00000168016,protein_coding,9881,591
ENSG00000168026,protein_coding,199223,311
ENSG00000168028,protein_coding,3921,
ENSG00000168032,protein_coding,956,1100
ENSG00000168036,protein_coding,1499,760
ENSG00000168038,nonsense_mediated_decay,54986,901
ENSG00000168040,protein_coding,8772,4150
ENSG00000168056,protein_coding,4054,4926
ENSG00000168062,protein_coding,116071,
ENSG00000168065,protein_coding,55867,1100
ENSG00000168066,protein_coding,7536,240
ENSG00000168067,protein_coding,5871,230
ENSG00000168070,protein_coding,283129,
ENSG00000168071,protein_coding,283234,4926
ENSG00000168079,protein_coding,286133,1100
ENSG00000168090,protein_coding,10980,760
ENSG00000168092,protein_coding,5049,500
ENSG00000168096,protein_coding,124401,600
ENSG00000168101,protein_coding,84309,230
ENSG00000168116,protein_coding,57691,860
ENSG00000168118,protein_coding,5867,680
ENSG00000168124,protein_coding,4992,1100
ENSG00000168135,protein_coding,3761,760
ENSG00000168137,nonsense_mediated_decay,55209,1100
ENSG00000168140,protein_coding,114990,460
ENSG00000168148,protein_coding,8290,
ENSG00000168152,nonsense_mediated_decay,79725,
ENSG00000168158,protein_coding,4993,1110
ENSG00000168159,protein_coding,149603,310
ENSG00000168175,protein_coding,93487,
ENSG00000168209,protein_coding,54541,
ENSG00000168214,protein_coding,3516,511
ENSG00000168216,protein_coding,55788,
ENSG00000168228,protein_coding,29063,
ENSG00000168229,protein_coding,5729,860
ENSG00000168234,protein_coding,125488,5235
ENSG00000168237,protein_coding,132158,630
ENSG00000168243,protein_coding,2786,
ENSG00000168246,protein_coding,92181,562
ENSG00000168255,protein_coding,,
ENSG00000168256,protein_coding,28511,4660
ENSG00000168259,protein_coding,7266,4660
ENSG00000168263,protein_coding,169522,5163
ENSG00000168264,protein_coding,359948,
ENSG00000168267,protein_coding,256297,
ENSG00000168268,protein_coding,64943,340
ENSG00000168275,protein_coding,388753,
ENSG00000168280,protein_coding,3800,902
ENSG00000168282,protein_coding,4247,51
ENSG00000168283,protein_coding,648,5165
ENSG00000168286,protein_coding,57215,
ENSG00000168288,protein_coding,27249,
ENSG00000168291,protein_coding,5162,380
ENSG00000168297,protein_coding,54899,500
ENSG00000168298,protein_coding,3008,760
ENSG00000168303,protein_coding,136647,
ENSG00000168306,protein_coding,8309,310
ENSG00000168309,protein_coding,11170,
ENSG00000168310,protein_coding,3660,940
ENSG00000168314,protein_coding,4336,5165
ENSG00000168329,protein_coding,1524,1100
ENSG00000168333,protein_coding,492307,
ENSG00000168348,protein_coding,84684,1100
ENSG00000168350,protein_coding,123099,930
ENSG00000168356,protein_coding,11280,4714
ENSG00000168374,protein_coding,378,450
ENSG00000168385,protein_coding,4735,5163
ENSG00000168386,protein_coding,11259,
ENSG00000168389,protein_coding,84879,1100
ENSG00000168393,protein_coding,1841,190
ENSG00000168394,protein_coding,6890,260
ENSG00000168395,protein_coding,84289,5170
ENSG00000168397,protein_coding,23192,564
ENSG00000168398,protein_coding,624,1100
ENSG00000168404,nonsense_mediated_decay,197259,4150
ENSG00000168411,protein_coding,55159,4660
ENSG00000168412,protein_coding,4543,1110
ENSG00000168418,protein_coding,93107,562
ENSG00000168421,protein_coding,399,4714
ENSG00000168427,protein_coding,377007,52
ENSG00000168434,protein_coding,91949,
ENSG00000168438,protein_coding,51362,364
ENSG00000168439,protein_coding,10963,562
ENSG00000168447,nonsense_mediated_decay,6338,
ENSG00000168453,protein_coding,55806,
ENSG00000168454,protein_coding,84203,790
ENSG00000168461,protein_coding,11031,620
ENSG00000168476,protein_coding,80346,
ENSG00000168481,protein_coding,203190,4658
ENSG00000168484,protein_coding,6440,
ENSG00000168487,protein_coding,649,1100
ENSG00000168488,protein_coding,11273,
ENSG00000168490,protein_coding,9796,5165
ENSG00000168491,protein_coding,256309,
ENSG00000168495,nonsense_mediated_decay,661,
ENSG00000168496,protein_coding,2237,
ENSG00000168497,protein_coding,8436,
ENSG00000168502,nonsense_mediated_decay,23255,
ENSG00000168505,protein_coding,2637,500
ENSG00000168509,protein_coding,148738,
ENSG00000168517,protein_coding,124790,
ENSG00000168522,nonsense_mediated_decay,2339,900
ENSG00000168528,protein_coding,347735,
ENSG00000168538,protein_coding,60684,
ENSG00000168539,protein_coding,1128,1100
ENSG00000168542,protein_coding,1281,1110
ENSG00000168546,protein_coding,2675,
ENSG00000168556,protein_coding,3622,4150
ENSG00000168564,protein_coding,55602,5170
ENSG00000168566,protein_coding,154007,1100
ENSG00000168569,protein_coding,79064,
ENSG00000168582,protein_coding,1418,
ENSG00000168589,nonsense_mediated_decay,83657,
ENSG00000168591,protein_coding,79089,920
ENSG00000168594,protein_coding,11086,1100
ENSG00000168610,protein_coding,6774,4926
ENSG00000168612,protein_coding,90204,1120
ENSG00000168615,protein_coding,8754,1100
ENSG00000168621,protein_coding,2668,
ENSG00000168631,protein_coding,135656,
ENSG00000168634,protein_coding,164237,
ENSG00000168646,protein_coding,8313,1040
ENSG00000168653,protein_coding,4725,
ENSG00000168658,protein_coding,200403,860
ENSG00000168661,protein_coding,90075,720
ENSG00000168671,protein_coding,167127,140
ENSG00000168672,protein_coding,157638,564
ENSG00000168676,nonsense_mediated_decay,146212,
ENSG00000168679,protein_coding,9122,330
ENSG00000168685,protein_coding,3575,562
ENSG00000168701,nonsense_mediated_decay,29100,
ENSG00000168702,protein_coding,53353,562
ENSG00000168710,protein_coding,10768,72
ENSG00000168724,protein_coding,134218,5163
ENSG00000168734,protein_coding,11142,
ENSG00000168743,protein_coding,255743,4150
ENSG00000168748,protein_coding,766,1100
ENSG00000168754,protein_coding,51252,
ENSG00000168757,protein_coding,64591,
ENSG00000168758,protein_coding,54910,515
ENSG00000168763,protein_coding,26505,540
ENSG00000168765,protein_coding,2948,627
ENSG00000168769,nonsense_mediated_decay,54790,
ENSG00000168772,protein_coding,80319,1100
ENSG00000168778,protein_coding,79867,
ENSG00000168779,protein_coding,6474,902
ENSG00000168781,protein_coding,9677,730
ENSG00000168785,nonsense_mediated_decay,10098,
ENSG00000168792,protein_coding,116236,590
ENSG00000168802,protein_coding,54921,
ENSG00000168803,protein_coding,161823,230
ENSG00000168806,protein_coding,9836,260
ENSG00000168807,protein_coding,6645,1110
ENSG00000168811,protein_coding,3592,
ENSG00000168813,protein_coding,22847,908
ENSG00000168818,protein_coding,53407,
ENSG00000168824,nonsense_mediated_decay,27065,
ENSG00000168827,protein_coding,85476,4151
ENSG00000168828,protein_coding,392309,1110
ENSG00000168830,protein_coding,3354,1110
ENSG00000168843,protein_coding,56884,600
ENSG00000168872,protein_coding,55308,4714
ENSG00000168874,protein_coding,84913,
ENSG00000168876,protein_coding,54851,592
ENSG00000168878,protein_coding,6439,1100
ENSG00000168883,protein_coding,10713,5170
ENSG00000168887,protein_coding,388969,
ENSG00000168890,protein_coding,129303,
ENSG00000168894,protein_coding,51255,5170
ENSG00000168899,protein_coding,10791,
ENSG00000168903,protein_coding,10917,51
ENSG00000168904,protein_coding,123355,1120
ENSG00000168906,protein_coding,4144,1110
ENSG00000168913,protein_coding,375704,
ENSG00000168916,protein_coding,57507,1110
ENSG00000168917,protein_coding,80723,
ENSG00000168918,protein_coding,3635,4150
ENSG00000168924,protein_coding,3954,4926
ENSG00000168925,nonsense_mediated_decay,1504,1100
ENSG00000168928,protein_coding,440387,230
ENSG00000168936,nonsense_mediated_decay,92305,
ENSG00000168938,protein_coding,5480,1120
ENSG00000168944,protein_coding,153241,591
ENSG00000168952,nonsense_mediated_decay,29091,
ENSG00000168955,protein_coding,79853,
ENSG00000168958,protein_coding,56947,
ENSG00000168959,protein_coding,2915,902
ENSG00000168961,protein_coding,3965,4660
ENSG00000168970,protein_coding,8681,4926
ENSG00000168994,protein_coding,221749,1110
ENSG00000168995,protein_coding,27036,4660
ENSG00000169016,protein_coding,1876,1059
ENSG00000169018,protein_coding,10116,1100
ENSG00000169021,protein_coding,7386,195
ENSG00000169026,protein_coding,84179,270
ENSG00000169031,protein_coding,1285,4150
ENSG00000169032,protein_coding,5604,564
ENSG00000169035,nonsense_mediated_decay,5650,1100
ENSG00000169045,protein_coding,3187,5165
ENSG00000169047,protein_coding,3667,565
ENSG00000169057,protein_coding,4204,310
ENSG00000169059,protein_coding,51481,
ENSG00000169062,protein_coding,65110,4714
ENSG00000169064,protein_coding,79740,
ENSG00000169071,protein_coding,4920,310
ENSG00000169083,protein_coding,367,310
